formula_id,source,vocab_version,token_ids,token_names,decoded_formula,token_len,horizon,valid,invalid_reason,reward,finite_count,coverage,finite_std,scorer_days,scorer_mean_return,scorer_median_return,scorer_hit_rate,scorer_ann_return_proxy,avg_top_k,formula,step,sample_idx
train_000001_022,phase3b_train,phase3a-v1,4 22 20 20 1 10 17 2 15 18 14 12 21 22 13 9,volume RET5 MA20 MA20 high MUL DELAY10 low DELAY1 MA5 SIGN NEG STD10 RET5 ABS SUB,(DELAY10((MA20(MA20(RET5(volume))) MUL high)) SUB ABS(RET5(STD10(NEG(SIGN(MA5(DELAY1(low)))))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,22
train_000001_023,phase3b_train,phase3a-v1,7 4 8 5 18 1 11 6 3 5 14 8 10 24 10 8,CONST_1 volume ADD amount MA5 high DIV CONST_0 close amount SIGN ADD MUL DECAY MUL ADD,((CONST_1 ADD volume) ADD ((MA5(amount) DIV high) MUL DECAY((CONST_0 MUL (close ADD SIGN(amount)))))),16,10,True,,0.005078034064404277,43301,0.9982479194042926,7481940.532128828,2337.0,0.005078034064404277,0.0009448223733937999,0.5121951219512195,0.1279664584229878,3.501925545571245,train_000001_023,1,23
train_000001_024,phase3b_train,phase3a-v1,0 3 23 16 13 8 5 10 17 24 6 20 20 23 16 10,open close RET10 DELAY5 ABS ADD amount MUL DELAY10 DECAY CONST_0 MA20 MA20 RET10 DELAY5 MUL,(DECAY(DELAY10(((open ADD ABS(DELAY5(RET10(close)))) MUL amount))) MUL DELAY5(RET10(MA20(MA20(CONST_0))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,24
train_000001_025,phase3b_train,phase3a-v1,6 1 2 10 7 4 0 9 11 15 11 0 13 18 10 11,CONST_0 high low MUL CONST_1 volume open SUB DIV DELAY1 DIV open ABS MA5 MUL DIV,(CONST_0 DIV (((high MUL low) DIV DELAY1((CONST_1 DIV (volume SUB open)))) MUL MA5(ABS(open)))),16,10,False,constant_signal,-2.0,43301,0.9982479194042926,0.0,,,,,,,,1,25
train_000001_026,phase3b_train,phase3a-v1,5 15 2 16 12 14 20 14 24 17 12 8 3 18 22 9,amount DELAY1 low DELAY5 NEG SIGN MA20 SIGN DECAY DELAY10 NEG ADD close MA5 RET5 SUB,((DELAY1(amount) ADD NEG(DELAY10(DECAY(SIGN(MA20(SIGN(NEG(DELAY5(low))))))))) SUB RET5(MA5(close))),16,10,True,,0.005791780668775963,42703,0.9844618115591212,1464625621.4538088,2337.0,0.005791780668775963,0.0020031826825973875,0.5246041934103551,0.14595287285315428,3.501925545571245,train_000001_026,1,26
train_000001_027,phase3b_train,phase3a-v1,1 20 14 6 23 23 0 15 21 21 6 24 10 10 8 19,high MA20 SIGN CONST_0 RET10 RET10 open DELAY1 STD10 STD10 CONST_0 DECAY MUL MUL ADD MA10,MA10((SIGN(MA20(high)) ADD (RET10(RET10(CONST_0)) MUL (STD10(STD10(DELAY1(open))) MUL DECAY(CONST_0))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,27
train_000001_028,phase3b_train,phase3a-v1,3 17 2 5 15 24 14 11 20 8 1 4 13 13 9 9,close DELAY10 low amount DELAY1 DECAY SIGN DIV MA20 ADD high volume ABS ABS SUB SUB,((DELAY10(close) ADD MA20((low DIV SIGN(DECAY(DELAY1(amount)))))) SUB (high SUB ABS(ABS(volume)))),16,10,True,,0.005076645536130172,42959,0.9903635567236093,7500353.650762996,2337.0,0.005076645536130172,0.0009448223733937999,0.5121951219512195,0.12793146751048032,3.501925545571245,train_000001_028,1,28
train_000001_029,phase3b_train,phase3a-v1,1 12 20,high NEG MA20,MA20(NEG(high)),3,10,True,,0.005722434140515057,43016,0.9916776171703898,1.4766983510560843,2337.0,0.005722434140515057,0.0011833647278390869,0.5181857081728712,0.14420534034097945,3.501925545571245,train_000001_029,1,29
train_000001_030,phase3b_train,phase3a-v1,5 21 20 24 20 4 1 11 19 0 0 8 16 24 11 8,amount STD10 MA20 DECAY MA20 volume high DIV MA10 open open ADD DELAY5 DECAY DIV ADD,(MA20(DECAY(MA20(STD10(amount)))) ADD (MA10((volume DIV high)) DIV DECAY(DELAY5((open ADD open))))),16,10,True,,0.0057262472937441924,42446,0.9785370127025843,472321777.38594073,2337.0,0.0057262472937441924,0.0026949369657305877,0.5301668806161746,0.14430143180235364,3.501925545571245,train_000001_030,1,30
train_000001_031,phase3b_train,phase3a-v1,2 12 2 14 5 14 14 20 0 14 6 24 11 8 10 11,low NEG low SIGN amount SIGN SIGN MA20 open SIGN CONST_0 DECAY DIV ADD MUL DIV,(NEG(low) DIV (SIGN(low) MUL (MA20(SIGN(SIGN(amount))) ADD (SIGN(open) DIV DECAY(CONST_0))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,31
train_000001_032,phase3b_train,phase3a-v1,0 1 22 20 19 16 13 3 16 6 21 7 10 10 11 8,open high RET5 MA20 MA10 DELAY5 ABS close DELAY5 CONST_0 STD10 CONST_1 MUL MUL DIV ADD,(open ADD (ABS(DELAY5(MA10(MA20(RET5(high))))) DIV (DELAY5(close) MUL (STD10(CONST_0) MUL CONST_1)))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,32
train_000001_033,phase3b_train,phase3a-v1,1 2 15 4 14 16 3 9 9 8 5 8 19 0 16 8,high low DELAY1 volume SIGN DELAY5 close SUB SUB ADD amount ADD MA10 open DELAY5 ADD,(MA10(((high ADD (DELAY1(low) SUB (DELAY5(SIGN(volume)) SUB close))) ADD amount)) ADD DELAY5(open)),16,10,True,,0.005588505812519349,43111,0.993867717915024,1309504838.5509605,2337.0,0.005588505812519349,0.0018857964400075256,0.5224646983311938,0.1408303464754876,3.501925545571245,train_000001_033,1,33
train_000001_034,phase3b_train,phase3a-v1,1 4 16 23 18 0 23 13 4 15 20 8 7 9 8 10,high volume DELAY5 RET10 MA5 open RET10 ABS volume DELAY1 MA20 ADD CONST_1 SUB ADD MUL,(high MUL (MA5(RET10(DELAY5(volume))) ADD ((ABS(RET10(open)) ADD MA20(DELAY1(volume))) SUB CONST_1))),16,10,True,,0.005290438685969676,42977,0.9907785231804873,12275058.403776705,2337.0,0.005290438685969676,0.0015911982862577834,0.5198973042362003,0.13331905488643583,3.501925545571245,train_000001_034,1,34
train_000001_035,phase3b_train,phase3a-v1,1 19 7 17 17 21 7 4 1 9 10 22 7 9 8 10,high MA10 CONST_1 DELAY10 DELAY10 STD10 CONST_1 volume high SUB MUL RET5 CONST_1 SUB ADD MUL,(MA10(high) MUL (STD10(DELAY10(DELAY10(CONST_1))) ADD (RET5((CONST_1 MUL (volume SUB high))) SUB CONST_1))),16,10,True,,0.003886099008439842,43166,0.995135670977707,72180.1023138273,2337.0,0.003886099008439842,0.0011383140410734516,0.5151904150620453,0.09792969501268403,3.501925545571245,train_000001_035,1,35
train_000001_036,phase3b_train,phase3a-v1,4 15 6 17 21 23 23 0 12 16 15 9 24 16 10 22,volume DELAY1 CONST_0 DELAY10 STD10 RET10 RET10 open NEG DELAY5 DELAY1 SUB DECAY DELAY5 MUL RET5,RET5((DELAY1(volume) MUL DELAY5(DECAY((RET10(RET10(STD10(DELAY10(CONST_0)))) SUB DELAY1(DELAY5(NEG(open)))))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,36
train_000001_037,phase3b_train,phase3a-v1,1 12 22 13 17,high NEG RET5 ABS DELAY10,DELAY10(ABS(RET5(NEG(high)))),5,10,True,,0.004020877193096393,43118,0.9940290937593655,0.050384770744674574,2337.0,0.004020877193096393,0.0018819889622071762,0.5237483953786907,0.1013261052660291,3.501925545571245,train_000001_037,1,37
train_000001_038,phase3b_train,phase3a-v1,2 7 17 20 18 12 6 10 19 20 12 14 16 24 23 11,low CONST_1 DELAY10 MA20 MA5 NEG CONST_0 MUL MA10 MA20 NEG SIGN DELAY5 DECAY RET10 DIV,(low DIV RET10(DECAY(DELAY5(SIGN(NEG(MA20(MA10((NEG(MA5(MA20(DELAY10(CONST_1)))) MUL CONST_0))))))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,38
train_000001_039,phase3b_train,phase3a-v1,5 23 5 8 1 0 24 15 23 11 15 23 10 13 14,amount RET10 amount ADD high open DECAY DELAY1 RET10 DIV DELAY1 RET10 MUL ABS SIGN,SIGN(ABS(((RET10(amount) ADD amount) MUL RET10(DELAY1((high DIV RET10(DELAY1(DECAY(open))))))))),15,10,False,constant_signal,-2.0,42455,0.9787444959310233,0.0,,,,,,,,1,39
train_000001_040,phase3b_train,phase3a-v1,3 5 6 11 13 22 23 1 12 17 15 8 0 14 10 8,close amount CONST_0 DIV ABS RET5 RET10 high NEG DELAY10 DELAY1 ADD open SIGN MUL ADD,(close ADD ((RET10(RET5(ABS((amount DIV CONST_0)))) ADD DELAY1(DELAY10(NEG(high)))) MUL SIGN(open))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,40
train_000001_041,phase3b_train,phase3a-v1,6 15 15 0 23 13 4 16 9 1 3 18 20 10 10 8,CONST_0 DELAY1 DELAY1 open RET10 ABS volume DELAY5 SUB high close MA5 MA20 MUL MUL ADD,(DELAY1(DELAY1(CONST_0)) ADD ((ABS(RET10(open)) SUB DELAY5(volume)) MUL (high MUL MA20(MA5(close))))),16,10,True,,0.005275256534062713,42940,0.9899255365746824,54115834.610020585,2337.0,0.005275256534062713,0.0038760671204540187,0.5425759520753102,0.13293646465838038,3.501925545571245,train_000001_041,1,41
train_000001_042,phase3b_train,phase3a-v1,4 20 15 4 1 15 16 16 16 18 12 15 10 2 11 11,volume MA20 DELAY1 volume high DELAY1 DELAY5 DELAY5 DELAY5 MA5 NEG DELAY1 MUL low DIV DIV,(DELAY1(MA20(volume)) DIV ((volume MUL DELAY1(NEG(MA5(DELAY5(DELAY5(DELAY5(DELAY1(high)))))))) DIV low)),16,10,True,,0.0029803014500175257,42973,0.9906863084122922,1.4843172398871958,2337.0,0.0029803014500175257,0.0017169179229480358,0.5181857081728712,0.07510359654044166,3.501925545571245,train_000001_042,1,42
train_000001_043,phase3b_train,phase3a-v1,0 17 20 15 19 0 2 23 0 23 0 23 8 8 10 10,open DELAY10 MA20 DELAY1 MA10 open low RET10 open RET10 open RET10 ADD ADD MUL MUL,(MA10(DELAY1(MA20(DELAY10(open)))) MUL (open MUL (RET10(low) ADD (RET10(open) ADD RET10(open))))),16,10,True,,0.003967177595877604,42654,0.9833321806487308,2.811188965825019,2337.0,0.003967177595877604,0.0022001989868241645,0.521181001283697,0.09997287541611562,3.501925545571245,train_000001_043,1,43
train_000001_044,phase3b_train,phase3a-v1,1 6 19 12 20 13 13 0 23 4 20 11 8 11 2 11,high CONST_0 MA10 NEG MA20 ABS ABS open RET10 volume MA20 DIV ADD DIV low DIV,((high DIV (ABS(ABS(MA20(NEG(MA10(CONST_0))))) ADD (RET10(open) DIV MA20(volume)))) DIV low),16,10,True,,0.003866536526828687,40140,0.9253751988380939,512238867.0482843,2337.0,0.003866536526828687,0.0019381767088189061,0.521181001283697,0.0974367204760829,3.501925545571245,train_000001_044,1,44
train_000001_045,phase3b_train,phase3a-v1,5 19 18 23 16 22 14 21 4 19 9 2 13 9 13 19,amount MA10 MA5 RET10 DELAY5 RET5 SIGN STD10 volume MA10 SUB low ABS SUB ABS MA10,MA10(ABS(((STD10(SIGN(RET5(DELAY5(RET10(MA5(MA10(amount))))))) SUB MA10(volume)) SUB ABS(low)))),16,10,True,,0.005233936644479779,42408,0.9776609724047306,6803746.906967733,2337.0,0.005233936644479779,0.0009395767292796342,0.5147625160462131,0.13189520344089042,3.501925545571245,train_000001_045,1,45
train_000001_046,phase3b_train,phase3a-v1,4 20 20 19 3 18 1 8 4 23 18 10 17 7 10 10,volume MA20 MA20 MA10 close MA5 high ADD volume RET10 MA5 MUL DELAY10 CONST_1 MUL MUL,(MA10(MA20(MA20(volume))) MUL (DELAY10(((MA5(close) ADD high) MUL MA5(RET10(volume)))) MUL CONST_1)),16,10,True,,0.0036109708784686843,42464,0.9789519791594624,26303276.964891393,2337.0,0.0036109708784686843,0.0016177739430543736,0.5207531022678648,0.09099646613741084,3.501925545571245,train_000001_046,1,46
train_000001_047,phase3b_train,phase3a-v1,2 15 20 5 12 3 22 12 21 23 13 2 13 9 9 9,low DELAY1 MA20 amount NEG close RET5 NEG STD10 RET10 ABS low ABS SUB SUB SUB,(MA20(DELAY1(low)) SUB (NEG(amount) SUB (ABS(RET10(STD10(NEG(RET5(close))))) SUB ABS(low)))),16,10,True,,0.0057662222314345,42917,0.9893953016575605,1462452974.2650397,2337.0,0.0057662222314345,0.001820195126561101,0.5220367993153616,0.14530880023214937,3.501925545571245,train_000001_047,1,47
train_000001_048,phase3b_train,phase3a-v1,2 23 22 5 20 13 1 4 13 5 7 10 10 8 10 9,low RET10 RET5 amount MA20 ABS high volume ABS amount CONST_1 MUL MUL ADD MUL SUB,(RET5(RET10(low)) SUB (ABS(MA20(amount)) MUL (high ADD (ABS(volume) MUL (amount MUL CONST_1))))),16,10,True,,0.00426274018766642,40187,0.9264587223643866,7.239521875831893e+26,2337.0,0.00426274018766642,0.005444494080857731,0.5622593068035944,0.10742105272919378,3.501925545571245,train_000001_048,1,48
train_000001_049,phase3b_train,phase3a-v1,2 16 23 4 18 12 11 1 5 13 8 14 15 24 20 10,low DELAY5 RET10 volume MA5 NEG DIV high amount ABS ADD SIGN DELAY1 DECAY MA20 MUL,((RET10(DELAY5(low)) DIV NEG(MA5(volume))) MUL MA20(DECAY(DELAY1(SIGN((high ADD ABS(amount))))))),16,10,True,,2.9614736775440748e-05,42959,0.9903635567236093,6.3621797094606705e-06,2337.0,2.9614736775440748e-05,0.0015565875472996205,0.5186136071887034,0.0007462913667411069,3.501925545571245,train_000001_049,1,49
train_000001_050,phase3b_train,phase3a-v1,1 12 21 22 2 24 20 6 8 19 19 9 19 1 10 13,high NEG STD10 RET5 low DECAY MA20 CONST_0 ADD MA10 MA10 SUB MA10 high MUL ABS,ABS((MA10((RET5(STD10(NEG(high))) SUB MA10(MA10((MA20(DECAY(low)) ADD CONST_0))))) MUL high)),16,10,True,,0.0013491172795352974,42335,0.9759780528851696,9.914471410970334,2337.0,0.0013491172795352974,0.0031707266239182907,0.5395806589644844,0.0339977554442895,3.501925545571245,train_000001_050,1,50
train_000001_051,phase3b_train,phase3a-v1,6 21 21 0 7 2 1 16 4 8 4 9 9 9 9 9,CONST_0 STD10 STD10 open CONST_1 low high DELAY5 volume ADD volume SUB SUB SUB SUB SUB,(STD10(STD10(CONST_0)) SUB (open SUB (CONST_1 SUB (low SUB ((DELAY5(high) ADD volume) SUB volume))))),16,10,True,,0.004685721630195554,43264,0.9973949327984877,1.4543915992685845,2337.0,0.004685721630195554,0.0009915453546930908,0.5139067180145486,0.11808018508092796,3.501925545571245,train_000001_051,1,51
train_000001_052,phase3b_train,phase3a-v1,2 14 13 3 14 16 12 16 0 6 10 16 21 11 14 8,low SIGN ABS close SIGN DELAY5 NEG DELAY5 open CONST_0 MUL DELAY5 STD10 DIV SIGN ADD,(ABS(SIGN(low)) ADD SIGN((DELAY5(NEG(DELAY5(SIGN(close)))) DIV STD10(DELAY5((open MUL CONST_0)))))),16,10,False,non_finite_result,-5.0,0,0.0,,,,,,,,,1,52
train_000001_053,phase3b_train,phase3a-v1,5 19 1 2 8 8 6 0 18 14 17 20 13 9 24 11,amount MA10 high low ADD ADD CONST_0 open MA5 SIGN DELAY10 MA20 ABS SUB DECAY DIV,((MA10(amount) ADD (high ADD low)) DIV DECAY((CONST_0 SUB ABS(MA20(DELAY10(SIGN(MA5(open)))))))),16,10,True,,0.003656680748799765,42712,0.9846692947875603,1313645833.3650582,2337.0,0.003656680748799765,0.004322678843226753,0.5489944373127942,0.09214835486975408,3.501925545571245,train_000001_053,1,53
